car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,price_per_km,engine_per_seat
Maruti Ertiga,Maruti,Ertiga,3,13158,Dealer,Petrol,Manual,17.5,1373,91.1,7,950000,13.76421831620775,72.19942240462076,196.14285714285714
Maruti Swift,Maruti,Swift,8,54000,Dealer,Diesel,Manual,22.9,1248,74.0,5,445000,13.005831808336863,8.24074074074074,249.6
Hyundai Verna,Hyundai,Verna,3,12000,Dealer,Petrol,Automatic,15.92,1591,121.3,5,1200000,13.997832948091215,100.0,318.2
Maruti Swift,Maruti,Swift,8,225000,Individual,Diesel,Manual,22.9,1248,74.0,5,450000,13.017005083966255,2.0,249.6
Hyundai i20,Hyundai,i20,3,25000,Dealer,Petrol,Manual,17.19,1197,81.86,5,750000,13.527829818844937,30.0,239.4
Honda City,Honda,City,4,27000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1100000,13.910821646859095,40.74074074074074,299.4
Hyundai Santro,Hyundai,Santro,12,120000,Individual,Petrol,Manual,17.8,1086,63.0,5,90000,11.407576060361786,0.75,217.2
Isuzu D-Max,Isuzu,D-Max,5,80000,Individual,Diesel,Manual,12.4,2499,134.0,5,1050000,13.864301674514206,13.125,499.8
Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,Petrol,Manual,20.51,998,67.04,5,315000,12.660331092405906,6.3,199.6
Hyundai i20,Hyundai,i20,4,37015,Dealer,Petrol,Manual,18.6,1197,81.83,5,695000,13.451668563394815,18.77617182223423,239.4
Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,280000,12.54254845357358,14.0,159.2
Skoda Rapid,Skoda,Rapid,7,20353,Dealer,Diesel,Manual,20.5,1598,103.5,5,521000,13.163507240119458,25.598191912740138,319.6
Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,435000,12.983103608918753,12.428571428571429,199.8
Ford Ecosport,Ford,Ecosport,2,11000,Dealer,Diesel,Manual,22.77,1498,98.59,5,945000,13.758941264676379,85.9090909090909,299.6
Maruti Ignis,Maruti,Ignis,3,25000,Individual,Petrol,Manual,20.89,1197,81.8,5,492000,13.106236027992704,19.68,239.4
Maruti Vitara,Maruti,Vitara,4,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5,695000,13.451668563394815,13.365384615384615,249.6
Honda City,Honda,City,6,23000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,800000,13.592368256649284,34.78260869565217,299.4
Hyundai Creta,Hyundai,Creta,6,97247,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000,13.76421831620775,9.768938887574938,316.4
Skoda Superb,Skoda,Superb,11,54000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,449000,13.014780393893403,8.314814814814815,359.6
Maruti Baleno,Maruti,Baleno,3,38000,Individual,Petrol,Manual,21.4,1197,83.1,5,515000,13.151924121391561,13.552631578947368,239.4
Volkswagen Polo,Volkswagen,Polo,6,20000,Dealer,Petrol,Manual,16.47,1198,74.0,5,499000,13.120363378739663,24.95,239.6
Honda Amaze,Honda,Amaze,6,39600,Dealer,Diesel,Manual,25.8,1498,98.6,5,490000,13.102162710901053,12.373737373737374,299.6
Volkswagen Polo,Volkswagen,Polo,5,59000,Dealer,Petrol,Manual,15.26,1598,103.5,5,650000,13.384729180332174,11.016949152542374,319.6
Hyundai i10,Hyundai,i10,5,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,350000,12.765691290604371,10.0,217.2
Hyundai Grand,Hyundai,Grand,7,40000,Dealer,Petrol,Manual,18.9,1197,82.0,5,495000,13.112315061750808,12.375,239.4
Mahindra Scorpio,Mahindra,Scorpio,6,35000,Dealer,Diesel,Manual,15.4,2179,120.0,7,875000,13.681980308196241,25.0,311.2857142857143
Renault Duster,Renault,Duster,5,70000,Dealer,Diesel,Manual,19.87,1461,83.8,5,600000,13.304686600863562,8.571428571428571,292.2
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,45000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,425000,12.959846800844963,9.444444444444445,428.6
Maruti Ertiga,Maruti,Ertiga,8,15000,Individual,Petrol,Manual,16.02,1373,93.7,7,550000,13.217675375388819,36.666666666666664,196.14285714285714
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Petrol,Manual,18.15,1198,82.0,6,500000,13.122365377402328,20.0,199.66666666666666
Renault Duster,Renault,Duster,6,100000,Individual,Diesel,Manual,19.01,1461,108.45,5,470000,13.060490101343552,4.7,292.2
Mahindra XUV500,Mahindra,XUV500,6,40000,Individual,Diesel,Manual,15.1,2179,140.0,7,950000,13.76421831620775,23.75,311.2857142857143
Volkswagen Vento,Volkswagen,Vento,9,79324,Dealer,Petrol,Manual,15.04,1598,103.6,5,490000,13.102162710901053,6.1771973173314505,319.6
Maruti Vitara,Maruti,Vitara,2,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000,13.527829818844937,37.5,249.6
Honda Jazz,Honda,Jazz,5,90000,Individual,Diesel,Manual,27.3,1498,98.6,5,545000,13.208542908506082,6.055555555555555,299.6
Maruti Wagon R,Maruti,Wagon R,12,55000,Dealer,Petrol,Manual,18.9,998,67.1,5,160000,11.982935344196433,2.909090909090909,199.6
Renault Duster,Renault,Duster,8,110000,Individual,Diesel,Manual,19.87,1461,83.8,5,415000,12.936036208848487,3.772727272727273,292.2
Toyota Innova,Toyota,Innova,7,69000,Dealer,Diesel,Manual,12.99,2494,100.0,7,895000,13.704580114574805,12.971014492753623,356.2857142857143
Hyundai i20,Hyundai,i20,6,24000,Dealer,Diesel,Manual,23.0,1396,90.0,5,660000,13.399996629152975,27.5,279.2
Maruti Alto,Maruti,Alto,4,61000,Dealer,CNG,Manual,33.44,796,40.3,4,340000,12.73670383776449,5.573770491803279,199.0
Maruti Alto,Maruti,Alto,7,64531,Dealer,Petrol,Manual,23.95,998,67.05,5,355000,12.779875885354993,5.501231966031829,199.6
Renault Duster,Renault,Duster,3,40000,Individual,Diesel,Manual,20.0,1461,83.8,5,900000,13.710151153416941,22.5,292.2
Maruti Wagon R,Maruti,Wagon R,6,57000,Dealer,Petrol,Manual,18.9,998,67.1,5,425000,12.959846800844963,7.456140350877193,199.6
Volkswagen Polo,Volkswagen,Polo,4,55000,Dealer,Petrol,Manual,16.2,1199,74.0,5,675000,13.42246945133505,12.272727272727273,239.8
Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,67.0,5,405000,12.91164481522143,11.571428571428571,199.8
Mahindra XUV500,Mahindra,XUV500,6,120000,Individual,Diesel,Manual,16.0,2179,140.0,7,945000,13.758941264676379,7.875,311.2857142857143
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,250000,12.429220196836383,5.0,159.2
Mahindra Thar,Mahindra,Thar,4,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,700000,13.45883704259595,28.0,416.3333333333333
Volkswagen Polo,Volkswagen,Polo,2,20000,Individual,Petrol,Manual,18.78,999,75.0,5,550000,13.217675375388819,27.5,199.8
Hyundai i20,Hyundai,i20,12,50000,Individual,Petrol,Manual,17.0,1197,80.0,5,280000,12.54254845357358,5.6,239.4
Maruti Swift,Maruti,Swift,11,91000,Dealer,Petrol,Manual,22.0,1197,81.8,5,265000,12.487488878546145,2.912087912087912,239.4
Skoda Rapid,Skoda,Rapid,7,52135,Dealer,Diesel,Manual,20.5,1598,103.5,5,610000,13.321215875492413,11.700393209935743,319.6
Honda Amaze,Honda,Amaze,6,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,450000,13.017005083966255,9.375,299.6
Ford Figo,Ford,Figo,8,87000,Dealer,Diesel,Manual,20.0,1399,68.0,5,415000,12.936036208848487,4.7701149425287355,279.8
Tata Safari,Tata,Safari,9,77450,Dealer,Diesel,Manual,13.93,2179,138.03,7,349000,12.762830066509972,4.506132989025177,311.2857142857143
Ford Ecosport,Ford,Ecosport,8,88000,Dealer,Diesel,Manual,22.7,1498,89.84,5,460000,13.038983942375959,5.2272727272727275,299.6
Honda Jazz,Honda,Jazz,5,46774,Dealer,Petrol,Manual,18.7,1199,88.7,5,600000,13.304686600863562,12.827639286783256,239.8
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,45000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,740000,13.51440681653079,16.444444444444443,428.6
Mahindra XUV500,Mahindra,XUV500,6,50000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000,13.592368256649284,16.0,311.2857142857143
Maruti Ciaz,Maruti,Ciaz,3,50000,Individual,Diesel,Manual,28.09,1248,88.5,5,702000,13.461690107508359,14.04,249.6
Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,275000,12.524530013005734,4.583333333333333,239.4
Maruti Alto,Maruti,Alto,8,52000,Dealer,Petrol,Manual,22.74,796,47.3,5,236000,12.371591321286905,4.538461538461538,159.2
Skoda Rapid,Skoda,Rapid,6,33000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,575000,13.26212705890841,17.424242424242426,319.6
Mahindra Scorpio,Mahindra,Scorpio,7,213000,Individual,Diesel,Manual,14.0,2523,75.0,8,450000,13.017005083966255,2.112676056338028,315.375
Maruti Swift,Maruti,Swift,3,40000,Dealer,Diesel,Manual,25.2,1248,74.0,5,725000,13.493928313146206,18.125,249.6
Hyundai i10,Hyundai,i10,13,57000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000,12.154784614286667,3.3333333333333335,217.2
Renault Duster,Renault,Duster,7,57000,Dealer,Diesel,Manual,20.46,1461,83.8,5,740000,13.51440681653079,12.982456140350877,292.2
Volkswagen Polo,Volkswagen,Polo,9,58700,Dealer,Petrol,Manual,16.47,1198,73.9,5,299000,12.608202196848836,5.0936967632027255,239.6
Maruti Alto,Maruti,Alto,6,30000,Individual,Petrol,Manual,22.74,796,47.3,5,230000,12.345838935721968,7.666666666666667,159.2
Ford Figo,Ford,Figo,10,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,200000,12.206077645517674,1.8181818181818181,279.8
Volkswagen Polo,Volkswagen,Polo,11,50000,Dealer,Petrol,Manual,16.47,1198,73.9,5,395000,12.886643575525625,7.9,239.6
Skoda Octavia,Skoda,Octavia,6,81000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,1275000,14.058457520888082,15.74074074074074,359.6
Maruti Swift,Maruti,Swift,3,41000,Individual,Petrol,Manual,22.0,1197,81.8,5,574000,13.260386417460465,14.0,239.4
Hyundai Verna,Hyundai,Verna,7,43000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,690000,13.444448325847754,16.046511627906977,318.2
Maruti Ciaz,Maruti,Ciaz,4,38629,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000,13.493928313146206,18.768282896269643,249.6
Mahindra Scorpio,Mahindra,Scorpio,9,85000,Dealer,Diesel,Manual,12.05,2179,120.0,7,599000,13.303018546545275,7.047058823529412,311.2857142857143
Hyundai Grand,Hyundai,Grand,4,47961,Dealer,Petrol,Manual,18.9,1197,81.86,5,550000,13.217675375388819,11.467650799608014,239.4
Maruti Ciaz,Maruti,Ciaz,3,11113,Dealer,Petrol,Manual,20.65,1462,103.25,5,1015000,13.830400155679214,91.33447313956627,292.4
Datsun RediGO,Datsun,RediGO,4,80000,Individual,Petrol,Manual,22.7,799,53.64,5,259000,12.464587201678082,3.2375,159.8
Honda City,Honda,City,6,42000,Individual,Petrol,Manual,17.4,1497,117.3,5,550000,13.217675375388819,13.095238095238095,299.4
Hyundai Grand,Hyundai,Grand,6,69000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,485000,13.091906231773164,7.028985507246377,239.4
Maruti Wagon R,Maruti,Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,350000,12.765691290604371,3.888888888888889,199.6
Ford Ecosport,Ford,Ecosport,5,33000,Dealer,Petrol,Manual,15.85,1499,110.4,5,550000,13.217675375388819,16.666666666666668,299.8
Honda City,Honda,City,6,15000,Individual,Petrol,Manual,17.4,1497,117.3,5,875000,13.681980308196241,58.333333333333336,299.4
Mahindra XUV500,Mahindra,XUV500,5,72000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1245000,14.034646891093473,17.291666666666668,311.2857142857143
Maruti Swift,Maruti,Swift,2,30000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,875000,13.681980308196241,29.166666666666668,249.6
Maruti Swift,Maruti,Swift,4,75000,Individual,Petrol,Manual,20.4,1197,83.11,5,475000,13.07107218827772,6.333333333333333,239.4
Maruti Vitara,Maruti,Vitara,3,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,711000,13.47442911525415,23.7,249.6
Honda City,Honda,City,4,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1050000,13.864301674514206,42.0,299.4
Ford Figo,Ford,Figo,4,40000,Individual,Petrol,Manual,18.12,1196,86.8,5,500000,13.122365377402328,12.5,239.2
Maruti Swift,Maruti,Swift,3,59311,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000,13.592368256649284,13.488223095209994,249.6
Hyundai i20,Hyundai,i20,9,77000,Individual,Diesel,Manual,23.0,1396,90.0,5,359000,12.791080452981857,4.662337662337662,279.2
Maruti Alto,Maruti,Alto,7,53000,Dealer,Petrol,Manual,23.95,998,67.05,5,290000,12.577639650232573,5.471698113207547,199.6
Maruti Swift,Maruti,Swift,13,80000,Individual,Petrol,Manual,16.1,1298,88.2,5,220000,12.301387370778713,2.75,259.6
Maruti Ertiga,Maruti,Ertiga,3,56000,Dealer,CNG,Manual,26.08,1462,91.19,7,900000,13.710151153416941,16.071428571428573,208.85714285714286
Hyundai i20,Hyundai,i20,3,30000,Dealer,Petrol,Manual,18.6,1197,81.86,5,850000,13.652992804936396,28.333333333333332,239.4
Datsun RediGO,Datsun,RediGO,4,28100,Dealer,Petrol,Manual,22.7,799,53.64,5,270000,12.506180941677357,9.608540925266905,159.8
Hyundai Verna,Hyundai,Verna,4,56100,Dealer,Diesel,Manual,24.0,1396,88.76,5,750000,13.527829818844937,13.368983957219251,279.2
Hyundai Creta,Hyundai,Creta,2,40000,Individual,Diesel,Manual,22.1,1396,88.7,5,1100000,13.910821646859095,27.5,279.2
Maruti XL6,Maruti,XL6,2,20000,Individual,Petrol,Manual,19.01,1462,103.2,6,1000000,13.815511557963774,50.0,243.66666666666666
Maruti Alto,Maruti,Alto,13,60000,Individual,Petrol,Manual,19.7,796,46.3,5,91000,11.418625774449598,1.5166666666666666,159.2
Mahindra Marazzo,Mahindra,Marazzo,2,50000,Individual,Diesel,Manual,17.3,1497,121.0,8,1450000,14.187074804051692,29.0,187.125
Volkswagen Polo,Volkswagen,Polo,7,40000,Dealer,Petrol,Manual,16.47,1198,74.0,5,575000,13.26212705890841,14.375,239.6
Hyundai Verna,Hyundai,Verna,4,20000,Dealer,Petrol,Manual,17.01,1591,121.3,5,875000,13.681980308196241,43.75,318.2
Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,700000,13.45883704259595,14.0,249.6
Hyundai i10,Hyundai,i10,9,75750,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000,12.691583538230217,4.29042904290429,239.4
Hyundai Grand,Hyundai,Grand,5,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,525000,13.171155446333852,18.103448275862068,239.4
Renault Duster,Renault,Duster,4,60000,Individual,Diesel,Manual,19.87,1461,83.8,5,850000,13.652992804936396,14.166666666666666,292.2
Maruti Swift Dzire,Maruti,Swift Dzire,10,80930,Dealer,Petrol,Manual,17.5,1197,85.8,5,400000,12.899222326086994,4.942542938341777,239.4
Mahindra Scorpio,Mahindra,Scorpio,4,68000,Dealer,Diesel,Manual,15.4,1997,120.0,7,985000,13.800397935382136,14.485294117647058,285.2857142857143
Maruti Ertiga,Maruti,Ertiga,5,110000,Individual,Diesel,Manual,24.52,1248,88.5,7,850000,13.652992804936396,7.7272727272727275,178.28571428571428
Maruti Eeco,Maruti,Eeco,11,22000,Individual,Petrol,Manual,15.37,1196,73.0,5,130000,11.775297421715827,5.909090909090909,239.2
Renault KWID,Renault,KWID,2,8500,Individual,Petrol,Manual,23.01,999,67.0,5,440000,12.994532278619134,51.76470588235294,199.8
Honda Amaze,Honda,Amaze,3,20833,Dealer,Petrol,Manual,18.6,1199,88.76,5,825000,13.623139877437296,39.60063361013776,239.8
Hyundai Verna,Hyundai,Verna,6,71000,Dealer,Petrol,Manual,17.1,1591,121.3,5,635000,13.361381852676738,8.943661971830986,318.2
Maruti Celerio,Maruti,Celerio,4,49600,Individual,Petrol,Manual,23.1,998,67.04,5,390000,12.873904582205107,7.862903225806452,199.6
Honda Amaze,Honda,Amaze,7,81747,Dealer,Petrol,Manual,18.6,1199,88.76,5,400000,12.899222326086994,4.893145925844373,239.8
Maruti Alto,Maruti,Alto,6,32900,Individual,Petrol,Manual,23.95,998,67.1,5,350000,12.765691290604371,10.638297872340425,199.6
Maruti Ertiga,Maruti,Ertiga,2,34000,Dealer,CNG,Manual,26.8,1462,103.0,7,925000,13.73755009757506,27.205882352941178,208.85714285714286
BMW X1,BMW,X1,6,45000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1300000,14.077875591662238,28.88888888888889,399.0
Hyundai i10,Hyundai,i10,7,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,385000,12.861001210669146,4.695121951219512,239.4
Ford Figo,Ford,Figo,11,63500,Individual,Petrol,Manual,15.6,1196,70.0,5,240000,12.388398368982115,3.779527559055118,239.2
Hyundai i10,Hyundai,i10,8,72000,Dealer,Petrol,Manual,19.81,1086,68.05,5,265000,12.487488878546145,3.6805555555555554,217.2
Hyundai i20,Hyundai,i20,9,43000,Dealer,Diesel,Manual,22.54,1396,88.76,5,400000,12.899222326086994,9.30232558139535,279.2
Hyundai Verna,Hyundai,Verna,10,46000,Dealer,Petrol,Manual,17.01,1591,121.3,5,495000,13.112315061750808,10.76086956521739,318.2
Maruti Wagon R,Maruti,Wagon R,8,40000,Dealer,Petrol,Manual,20.51,998,67.04,5,385000,12.861001210669146,9.625,199.6
Hyundai i20,Hyundai,i20,2,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,795000,13.586098651497313,31.8,239.4
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,12,56000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,649000,13.38318953651709,11.589285714285714,359.2
Hyundai Creta,Hyundai,Creta,5,70000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1150000,13.955273369904273,16.428571428571427,316.4
Maruti Swift Dzire,Maruti,Swift Dzire,7,89504,Dealer,Diesel,Manual,23.4,1248,74.0,5,595000,13.296318365198623,6.647747586700036,249.6
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,23.95,998,67.05,5,360000,12.793862088206213,12.0,199.6
Volkswagen Vento,Volkswagen,Vento,9,57500,Dealer,Petrol,Automatic,14.4,1598,103.6,5,350000,12.765691290604371,6.086956521739131,319.6
Volkswagen Polo,Volkswagen,Polo,5,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,655000,13.39239204133378,10.396825396825397,299.6
Honda City,Honda,City,2,9000,Individual,Diesel,Manual,25.6,1498,97.9,5,1300000,14.077875591662238,144.44444444444446,299.6
Toyota Fortuner,Toyota,Fortuner,10,91000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1175000,13.976779556623864,12.912087912087912,426.0
Maruti Alto,Maruti,Alto,5,68000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000,12.691583538230217,4.779411764705882,199.6
Hyundai Creta,Hyundai,Creta,4,20000,Individual,Petrol,Manual,13.0,1591,121.3,5,1035000,13.849912950864715,51.75,318.2
Hyundai i20,Hyundai,i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.9,5,330000,12.706850963741102,4.714285714285714,239.4
Maruti Swift,Maruti,Swift,3,45000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,645000,13.377007146164305,14.333333333333334,239.4
Maruti Eeco,Maruti,Eeco,8,72000,Dealer,CNG,Manual,20.88,1196,61.7,5,325000,12.691583538230217,4.513888888888889,239.2
Maruti Vitara,Maruti,Vitara,3,25000,Individual,Diesel,Manual,24.3,1248,88.5,5,985000,13.800397935382136,39.4,249.6
Renault Duster,Renault,Duster,5,50000,Individual,Diesel,Automatic,19.6,1461,108.45,5,1050000,13.864301674514206,21.0,292.2
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,75900,Dealer,Diesel,Automatic,14.84,2143,170.0,5,850000,13.652992804936396,11.198945981554678,428.6
Renault Duster,Renault,Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,83.8,5,497000,13.116347317149176,7.3088235294117645,292.2
Hyundai i20,Hyundai,i20,4,68678,Dealer,Diesel,Manual,21.19,1396,88.76,5,751000,13.529162262303307,10.935088383470688,279.2
Hyundai i10,Hyundai,i10,5,25166,Dealer,Petrol,Manual,19.81,1086,68.05,5,375000,12.834683971615659,14.901056981641897,217.2
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,50000,Dealer,Petrol,Manual,12.3,1796,185.0,5,1349000,14.114874876479462,26.98,359.2
Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000,12.524530013005734,4.230769230769231,299.4
Renault Duster,Renault,Duster,8,61000,Individual,Diesel,Manual,20.46,1461,83.8,5,675000,13.42246945133505,11.065573770491802,292.2
Maruti Ciaz,Maruti,Ciaz,6,50000,Individual,Petrol,Manual,20.73,1373,91.1,5,700000,13.45883704259595,14.0,274.6
Honda City,Honda,City,12,80661,Dealer,Petrol,Manual,17.0,1497,118.0,5,390000,12.873904582205107,4.835050396102205,299.4
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Petrol,Manual,18.15,1198,82.0,6,275000,12.524530013005734,3.9285714285714284,199.66666666666666
Toyota Innova,Toyota,Innova,8,160000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1175000,13.976779556623864,7.34375,311.75
Honda City,Honda,City,6,51000,Dealer,Petrol,Manual,17.8,1497,117.3,5,525000,13.171155446333852,10.294117647058824,299.4
Hyundai Grand,Hyundai,Grand,3,35000,Individual,Petrol,Automatic,18.9,1197,81.86,5,550000,13.217675375388819,15.714285714285714,239.4
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,55000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1299000,14.07710606547538,23.618181818181817,428.6
Maruti Swift,Maruti,Swift,11,27284,Dealer,Petrol,Manual,16.1,1197,85.0,5,291000,12.581081982573842,10.665591555490398,239.4
Maruti Ertiga,Maruti,Ertiga,2,9001,Dealer,Petrol,Automatic,18.69,1462,103.0,7,1059000,13.872836568870161,117.6535940451061,208.85714285714286
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,120000,11.695255355062795,1.5,217.2
Mahindra Scorpio,Mahindra,Scorpio,14,74000,Dealer,Diesel,Manual,13.5,2179,115.0,5,275000,12.524530013005734,3.7162162162162162,435.8
Audi A6,Audi,A6,9,90000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1250000,14.038654909278163,13.88888888888889,393.6
Toyota Innova,Toyota,Innova,5,70000,Dealer,Diesel,Manual,12.99,2494,100.6,7,945000,13.758941264676379,13.5,356.2857142857143
Hyundai i20,Hyundai,i20,4,110000,Individual,Diesel,Manual,22.54,1396,88.73,5,800000,13.592368256649284,7.2727272727272725,279.2
Maruti Vitara,Maruti,Vitara,3,20180,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000,13.790193775620484,48.31516352824579,249.6
Maruti Swift,Maruti,Swift,9,79000,Dealer,Diesel,Manual,17.8,1248,75.0,5,369000,12.818554633046093,4.670886075949367,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,10,170000,Individual,Diesel,Manual,19.3,1248,73.9,5,270000,12.506180941677357,1.588235294117647,249.6
Tata Safari,Tata,Safari,6,50000,Individual,Diesel,Manual,14.0,2179,138.1,7,625000,13.345508528717259,12.5,311.2857142857143
Hyundai Creta,Hyundai,Creta,2,65972,Individual,Diesel,Manual,20.5,1582,126.2,5,1360000,14.122995993006082,20.614806281452736,316.4
Maruti Vitara,Maruti,Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,751000,13.529162262303307,11.553846153846154,249.6
Renault KWID,Renault,KWID,5,26957,Dealer,Petrol,Manual,25.17,799,53.3,5,365000,12.807655372286902,13.540082353377601,159.8
